,-4,-3,-2,-1,0,1,2,3,4
GDP (output),0.101571458063979,0.384093034245064,0.679580210321381,0.910220327549071,1,0.910220327549071,0.679580210321381,0.384093034245064,0.101571458063979
 (s.e.),0.011164569573883,0.0088830497016082,0.0051445535297327,0.00155056621051561,1.12149461334555e-17,0.00155056621051561,0.0051445535297327,0.0088830497016082,0.011164569573883
 (p-val.),0.00910581848821546,1.17167174003691e-35,1.37950824315208e-61,4.48940815098614e-94,0,4.48940815098614e-94,1.37950824315208e-61,1.17167174003691e-35,0.00910581848821546
Consumption,0.752819036383669,0.820878715285727,0.787707904128279,0.651602872458708,0.433267425772747,0.170712671899039,-0.0866528821457515,-0.300721028086194,-0.449052874921857
 (s.e.),0.00893818438050318,0.00955308213131126,0.0116335530039093,0.0126679943527795,0.0126620339706472,0.0127323919785927,0.0137130622924652,0.0149061760777525,0.015708262730694
 (p-val.),2.28627689124266e-52,5.09747573448587e-53,6.785762089146e-48,1.35048682472927e-41,1.35069328801096e-31,3.72743990100307e-09,0.0609290518943988,8.20660356801536e-22,2.93569059553638e-29
Investment,-0.00116140007194114,0.156010381893014,0.335433454226857,0.511797726549853,0.647709039617625,0.69870594284651,0.645455846274849,0.489633771937156,0.259870763864106
 (s.e.),0.0184831797820915,0.0201439479481799,0.0206898025358471,0.0205357763991058,0.0204709490631003,0.020196676728528,0.0190564829496328,0.0170085452931845,0.0153406654704808
 (p-val.),0.00221973314261754,1.78234868163766e-06,2.51087471814835e-18,2.39593771239453e-30,7.77756309257159e-38,7.99482610265975e-40,1.90161542409498e-37,6.27503978428145e-31,8.83114262883931e-16
Gov. Expenditure,0.662886413718219,0.763629791326793,0.764582774461027,0.652155660726226,0.44386490617372,0.182236280811765,-0.0744156735489581,-0.283344552430436,-0.424401945086125
 (s.e.),0.0114802367691682,0.00874298456365544,0.00873533243073861,0.00975981962935212,0.0103471597566654,0.0110697677181619,0.0130380723908993,0.0154594482510547,0.0171498088443746
 (p-val.),4.64485085364889e-44,3.57179590754894e-53,3.19639241159392e-53,4.59941966311165e-47,2.71181271321715e-36,1.42241482184133e-11,0.133799224961965,8.36266651676637e-24,1.69778354790316e-31
Imports,0.165487932691032,0.331971935397085,0.419527251593156,0.421352589021675,0.368401241536416,0.298365085093151,0.230025617805722,0.155879467286735,0.0628358990909949
 (s.e.),0.0117785153835845,0.0132120656149707,0.0153390978648463,0.0166420593955028,0.016100905548466,0.0143053971757688,0.0129990114263954,0.0127215047948076,0.0130095356061718
 (p-val.),1.34200001680323e-08,4.8308263259516e-24,5.02707309109471e-27,1.44018439316312e-25,5.9250438475002e-23,6.27575842845189e-20,4.5045106127248e-15,3.31045316787228e-07,0.346626625776616
Exports,0.499874735776802,0.470474537167361,0.38881429635705,0.273361213400112,0.142013481789185,0.0106225736124361,-0.10528796039517,-0.192755226870393,-0.242477112681809
 (s.e.),0.0162550829363407,0.0153173992927045,0.0137980276382113,0.012885303802852,0.0135721927899734,0.0153056803499613,0.0168955624307507,0.0177797564612479,0.0181303877552911
 (p-val.),3.93020261344104e-30,7.63439926915957e-30,3.40329243134003e-27,1.49857887598556e-19,3.64905260756012e-05,0.797628381884539,0.00110764461123453,1.19860852236494e-10,1.11721523156334e-13
Net Exports,0.0998035477540009,-0.0359639892608977,-0.126310053040797,-0.162916527565616,-0.169444897206147,-0.173017469392885,-0.180772679563297,-0.176957727037535,-0.142684967909653
 (s.e.),0.0204912240185084,0.0239062835359894,0.0245532674047435,0.0226470342244185,0.0190858343544178,0.0156593685944327,0.0141472204379699,0.0145371712466452,0.0162415625388896
 (p-val.),0.0763146362836827,0.0179409171170629,8.84928644145256e-06,1.48242642678466e-08,1.05824101243986e-08,7.14533118102665e-11,4.14057043142759e-12,7.23758097145827e-10,7.77891945401791e-06
Price,-0.0103954881552588,0.0504187200510819,0.134952835370316,0.243139566051213,0.354266104682957,0.427407590383054,0.430396608352701,0.35016024718721,0.203990589852791
 (s.e.),0.0193148498030075,0.02100065811285,0.0215176803705763,0.0207025698762473,0.0192431708512235,0.0179901446608591,0.0171722372807052,0.0164663376716414,0.0161738266803106
 (p-val.),0.0736250133946722,0.00683663086946404,1.25798579695165e-05,1.51585276229934e-14,5.44641016834572e-24,9.77160649099085e-31,4.04041791796881e-30,3.9499128555564e-23,2.77822328713759e-10
Profits,-0.471992797822327,-0.336398004762204,-0.110028215298302,0.14960161586735,0.365320891009693,0.479425944040765,0.487741641417311,0.428293172831903,0.349943116028562
 (s.e.),0.0153426112580067,0.0143172771193182,0.0131378886853527,0.0136799873601144,0.015508141338289,0.0162114307179288,0.0160318822464362,0.0164821391434824,0.0173905784231575
 (p-val.),6.87141313091431e-30,6.90608710275832e-23,0.00751532120094828,3.21115006154256e-06,1.92391122021004e-23,3.51118426231067e-29,8.16356261735988e-30,3.815877735516e-26,2.41703850720268e-20
Wages,0.565519046876444,0.730782876756807,0.819874883397009,0.805537992548283,0.682952998188045,0.470454816966794,0.214930145687286,-0.0387215976167465,-0.255962192657768
 (s.e.),0.0113434296557635,0.00861139958933475,0.0089790875728603,0.01097308540097,0.0119383813851951,0.0118881866441988,0.0125744645460747,0.0141265041593864,0.0154228109656483
 (p-val.),1.88678201373224e-40,1.92358406574478e-52,2.67720519544335e-54,1.18591099826663e-49,5.86230199515267e-44,6.26045598684171e-35,6.27531019188118e-14,0.723625195218947,2.06173920617979e-19
Profit Share,-0.559638139664217,-0.401608542437363,-0.136897203796853,0.169150486927615,0.427079303798499,0.56728766763288,0.583975052366496,0.519925940523236,0.430821570209369
 (s.e.),0.018086691246456,0.0177690667968663,0.0165069671163974,0.0158775841291313,0.0163334095807036,0.0159415548795187,0.0147914313189159,0.014953327063704,0.0164283442981449
 (p-val.),6.20577220281657e-37,2.07097406480244e-29,3.24517173820094e-06,3.32553410968236e-08,2.99504674994443e-26,1.48880087529425e-33,9.05869342656869e-36,9.52727604715806e-33,2.3841633794086e-26
Wage Share,0.559638139753643,0.401608542538722,0.136897203899012,-0.169150486830396,-0.427079303711129,-0.567287667567276,-0.5839750523397,-0.519925940553623,-0.430821570304438
 (s.e.),0.0180866912449822,0.0177690667957712,0.0165069671163758,0.0158775841286885,0.0163334095810797,0.0159415548844834,0.0147914313297937,0.0149533270736015,0.0164283443006507
 (p-val.),6.20577208629873e-37,2.0709740152222e-29,3.24517153042204e-06,3.32553417375315e-08,2.99504678698705e-26,1.48880090634532e-33,9.05869376263525e-36,9.52727630834054e-33,2.3841633663036e-26
