t,Real_GDP,DEBT_FS,DEBT_FS_ST,DEBT_FS_LT,DEP_FS,FS_PR,GDP_G,Financial_Sector_Demand_Met,DEBT_FS_G,DEBT_FS_ST_G,DEBT_FS_LT_G,DEP_FS_G,DEBT_RT_C,DEBT_RT_K,DEBT_RT_I,DEBT_RT_1,DEBT_RT_2,DEBT_RT_3,DEBT_RT_FI,DEBT_RT_CL,FS_HHI,FS_LEV,FS_STR,FS_DR,FS_DEF,PONZI,SPEC,HEDGE,IR,IR_DEP,IR_ST,IR_LT
1,164.0313278,19.11800622,19.11800622,0,18.73064508,-0.0007733698859,-0.005344036806,1,0,0,0,0,0,0,0,0,0,0,0,0.04003272369,3.469446952e-17,1.020680609,1,0,0,0,0,0.01666666667,0.0025,0.00125,0.005,0.0075
2,170.992462618,117.148076562,39.65379082,77.4942857524,37.3133275936,0.72963418731,-0.000305403692244,1,5.1276304229,1.074159321,0,0.992100509064,0.0235173021514,0.01590638194752,0.04557130392,0,0.01420294487,0.03398473862,0.032888795873,0.0827696536652,-6.938893904e-17,3.13957833216,0.338496664798,0,0,0.01666666667,0,0.9833333333,0.0025,0.00125,0.005,0.0075
3,165.78055711,212.035615494,53.6098730404,158.425742446,62.0749105126,1.41072819026,-0.00304043051232,1,0.809987671302,0.35194824849,1.04437898852,0.663612272748,0.0524365069722,0.0505788654516,0.090983759003,0.0002953030011,0.04405869869,0.1030047459,0.0682103743332,0.111774390406,6.938893904e-17,3.41580586296,0.252841118682,0,0,0,0,1,0.0025,0.00125,0.005,0.0075
4,170.540769966,256.958087272,62.9065517264,194.051535544,85.2361189562,1.87904594958,0.001324494113264,1,0.211874412066,0.173413589528,0.22489531006,0.373113297102,0.0612458768982,0.0812864489252,0.11808591055,0.000510275660184,0.0820529954234,0.200709946588,0.0864913405478,0.133290181856,-6.938893904e-17,3.03009293978,0.244821867,0,0,0,0,1,0.0025,0.00125,0.005,0.0075
5,171.680270802,342.009835794,66.5193289316,275.490506858,118.4766505238,2.61427551328,0.0181742039352,1,0.331009526126,0.0574307584126,0.419708210816,0.390282722744,0.0893049964926,0.1181431508664,0.15636721066,0.000657014558302,0.139159231742,0.295231095244,0.118649980898,0.140077470492,6.938893904e-17,2.91103052366,0.194514176108,0,0,0,0,1,0.0025,0.00125,0.005,0.0075
6,168.895949664,434.05603548,72.6234693522,361.43256612,143.535815248,3.26331250146,0.00991448717176,1,0.2691759895,0.091763866395,0.312034843002,0.212292400352,0.123687959956,0.1494404384204,0.191396864278,0.000729713694612,0.19320857829,0.347592486008,0.153229903764,0.154677892928,-6.938893904e-17,3.05065557084,0.16738864214,0,0,0,0,1,0.0025,0.00125,0.005,0.0075
7,165.889262042,492.63056545,81.0587977782,411.571767678,168.886832786,3.8628388607,0.01284767152638,1,0.135409282182,0.116147360628,0.139397140966,0.1771753010818,0.137837739572,0.176381628012,0.234666367512,0.000434410693462,0.241877002528,0.366124348826,0.178934590642,0.174425125402,6.938893904e-17,2.9446013323,0.16455403985,0,0,0,0,1,0.0025,0.00125,0.005,0.0075
8,173.890369834,560.22599806,79.3079490248,480.918049032,193.08849011,4.64624595434,0.013421718557,1,0.137238241216,-0.02155190496334,0.168524876862,0.1444557569078,0.1621390701,0.219211199354,0.259958794564,0.00021943803442,0.297692041644,0.357424279934,0.206638592666,0.170424816816,-6.938893904e-17,2.92838621388,0.141575122476,0,0,0.0163246675174,0,0.98367533247,0.0025,0.00125,0.005,0.0075
9,168.597634024,618.591400234,78.9400098992,539.65139034,214.80486791,5.2684089778,-0.0025357030083276,1,0.1042004383736,-0.00463621795686,0.1221538271574,0.1129945986904,0.179308884538,0.239388833828,0.293452303276,7.26991363018e-05,0.330070923062,0.353558996242,0.2298320621,0.170370538302,6.938893904e-17,2.90697002192,0.127635001178,0,0,0,0,1,0.0025,0.00125,0.005,0.0075
10,169.229656574,642.983849454,78.3034408364,564.680408616,218.055664048,5.60596014088,0.001044103870484,1,0.0394473531046,-0.00806858527352,0.046402742473,0.0168290067499312,0.181275513106,0.2279742888,0.271836851082,0,0.351350545738,0.356266392494,0.222206963586,0.170015854202,-6.938893904e-17,2.97011716088,0.121818820326,0,0,0.0003076923076,0.0153228507928,0.984369456882,0.0025,0.00125,0.005,0.0075
11,169.739137726,657.613694708,78.4027313438,579.210963368,217.68678933,5.89816001944,0.006564860019844,1,0.022761700743784,0.0012797087132,0.02574510041412,-2.27658154000006e-05,0.2442463266,0.214663466104,0.24344970705,0,0.362088455144,0.356931727252,0.241099851216,0.169888064494,6.938893904e-17,3.04086387088,0.119283840502,0,0,0,0.005330006947,0.994669993048,0.0025,0.00125,0.005,0.0075
