t,Real_GDP,C_r,I_r,G_r,M_r,X_r,NX_r,K_r,INVE_r,P,PROFITS,WAGE,PROD,MK,EMP,KL,GDP_G,P_G,CON_G,INV_G,GOV_G,M_G,X_G,NX_G,K_G,INVE_G,PROD_G,PROFITS_G,WAGE_G,MK_G,EMP_G,U,Profit_Share,Wage_Share,PCU,PR,CGDP,IGDP,GGDP,NXGDP,INVGDP,KGDP
1,164.0313278,123.1471025,4.663742915,36.16153586,8.102397345,13.7580416,5.655644254,672,26.59485502,3.75,45.22859811,97.27292388,0.9849877243,1.5,221.9013956,11.35639545,-0.005344036806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1200209031,0.317390281,0.682609719,0.7572077343,0.06730446148,0.7507535552,0.02843202562,0.2204550578,0.03447904939,0.162132779,4.096778395
2,170.9858972,122.9819385,5.130117206,36.16153586,4.832604305,12.58057368,7.704085476,663.6,22.05657978,3.75,51.38945978,97.20033659,1.066046985,1.5,221.3395828,11.24176821,-0.0003151961216,-3.330669074e-16,-0.001341192735,0.1,-5.894739138e-16,-0.4035587123,-0.08558397697,0.3621941429,-0.0125,-0.1706448573,0.08229469167,0.1362160652,-0.0007462229064,-2.960594732e-16,-0.002531813003,0.05394811929,0.3458335143,0.6540094989,0.8218604313,0.07744041559,0.7191500613,0.02999890998,0.2114584551,0.04505684739,0.1289782133,3.880472095
3,165.722319,123.5211573,7.909868692,36.71480149,10.48491617,12.49053901,1.829894243,662.3816142,20.44798018,3.693474371,49.03181206,94.57123947,1.095491104,1.523428751,206.3431467,11.84522874,-0.003100956866,-9.992007222e-16,0.004384536051,0.5418495083,0.01529983782,1.159616285,-0.009315356774,-0.7624774221,-0.001836024424,-0.07301614992,0.027608711,-0.04645525233,-0.02704823069,0.01561916744,-0.06775306909,0.07101081747,0.3413118788,0.6581739152,0.8161461436,0.07402334087,0.7448402049,0.04772309085,0.2213925199,0.01103878674,0.1233151187,3.994202031
4,170.2272062,118.9407791,14.00364346,35.63151445,3.90262163,13.51205055,9.511197106,644.0924648,19.72059462,3.693302111,46.62406936,100.5609191,1.098072548,1.50012174,209.6030066,11.31796939,0.0008321024748,-0.01391680733,-0.03709521402,0.7647496958,-0.02950961719,-0.6323244041,0.08022045719,3.662562989,-0.02761255908,-0.04150399347,0.00230865779,-0.04926475147,0.06318643998,-0.01530166674,0.01555261792,0.01513103127,0.3166192136,0.6816047127,0.8451901126,0.0723870207,0.6978719596,0.08226442628,0.2087266777,0.05587341282,0.115481189,3.771725658
5,171.8780462,119.6749901,16.27462477,35.79643455,4.955754435,13.4000266,7.847159492,637.9179713,10.20810176,3.676221754,51.72501569,97.19039779,1.103168228,1.506860115,197.1179339,11.77709952,0.01806202334,-0.0146146858,0.006089841996,0.1522119189,0.004614468779,0.2243515005,-0.01194263611,-0.2005641865,-0.009586998049,-0.487748074,0.004184625879,0.1020320933,-0.03378102742,0.004489389171,-0.06004685386,0.04403092511,0.3466816734,0.6521630514,0.8182926554,0.08108370799,0.6935417738,0.09468704779,0.2069121885,0.0455923501,0.05905996949,3.694238606
6,168.9906623,120.8299111,18.19301105,36.0588625,7.329481932,13.28791911,3.474528929,627.3135895,11.75550235,3.649265868,44.04141926,101.3709617,1.103863327,1.510676023,208.503726,10.88696211,0.0099447049,-0.01924351487,0.009527994571,0.07013879878,0.007286300867,0.3188388539,-0.03127715859,-0.5905857024,-0.01662839636,0.1352311502,-0.002197824558,-0.1496176923,0.03840887619,0.002513054066,0.04996844002,0,0.3025714525,0.6926724294,0.8884057226,0.0701986037,0.7101539728,0.1075311368,0.2109268875,0.02048315766,0.06921237805,3.693618475
7,164.9091769,120.6250005,21.11501886,36.29192948,14.53759364,12.87739805,-4.083007949,634.7765107,16.05827708,3.625570523,38.83885374,102.1138379,1.102900216,1.508961696,209.1247831,10.89039706,0.01222321931,-0.02643222502,-0.001695859934,0.07104368499,0.006345516159,0.4717494472,-0.05409792327,-1.928395,0.01183685737,0.3192215314,-0.004164764158,-0.1322569136,0.002925051947,-0.001208024368,-0.004297613264,0,0.2742735035,0.7171313369,0.8907048048,0.06062034074,0.726433111,0.1276260949,0.2179097452,-0.02471290321,0.09667794222,3.831871864
8,173.250809,120.7250306,25.54826696,36.66529089,4.202615973,13.56108738,7.354674438,637.0291702,11.53203795,3.632169383,43.62028773,105.2474013,1.094096874,1.497421141,210.1324356,10.95003353,0.01297556332,-0.01832791812,-0.0008584366224,0.1255272787,0.009814816935,-0.7221252226,0.03251299532,-10.47547192,-0.001223610774,-0.3110399715,-0.01116736779,0.08329546979,0.02750390428,-0.007778995323,-0.005832761365,0,0.2919591801,0.701275527,0.863444239,0.06792885841,0.6917948458,0.1470232371,0.2100117423,0.04237892179,0.06604005717,3.649893717
9,168.95313,121.2584484,26.78014235,36.61201313,9.026795824,13.4126144,1.873519695,648.6938208,11.28694642,3.636047691,38.48548686,106.1175148,1.083835415,1.49903975,213.3074438,10.97958018,-0.004200300061,-0.01634683756,0.003582272917,0.02938499007,-0.001828368861,0.561274678,-0.02619707974,-0.8036754864,0.0140634413,-0.1091737069,-0.01025171896,-0.1299782183,0.004542388829,0.001061205202,0.009670562914,0,0.2656010272,0.7271596474,0.850227934,0.05898418145,0.7130658806,0.1581304152,0.2150293027,0.01101075862,0.06628818915,3.823752245
10,168.5914661,120.5057774,27.25088253,36.55788899,6.943169128,13.40202574,3.963034168,669.8687843,12.88521247,3.638449568,35.86938825,107.8813235,1.086375663,1.499181719,218.9834348,10.99278205,-0.004104135219,-0.01157094149,-0.007486128926,-0.01381257266,-0.001679090809,-0.3785935735,-0.004492719066,-0.06119564568,0.02645992338,0.120711359,-0.0003218980679,-0.08310811479,0.0130682936,-0.0003102537794,0.02152566653,0,0.2477104411,0.7421484996,0.8689245036,0.05262192268,0.6974217005,0.1595585322,0.2114639219,0.02326733292,0.07532903086,3.949361627
