t,Real_GDP,C_r,I_r,G_r,M_r,X_r,NX_r,K_r,INVE_r,P,PROFITS,WAGE,PROD,MK,EMP,KL,GDP_G,P_G,CON_G,INV_G,GOV_G,M_G,X_G,NX_G,K_G,INVE_G,PROD_G,PROFITS_G,WAGE_G,MK_G,EMP_G,U,Profit_Share,Wage_Share,PCU,PR,CGDP,IGDP,GGDP,NXGDP,INVGDP,KGDP
1,164.0313278,123.1471025,4.663742915,36.16153586,8.102397345,13.7580416,5.655644254,672,26.59485502,3.75,45.22859811,97.27292388,0.9849877243,1.5,221.9013956,11.35639545,-0.005344036806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1200209031,0.317390281,0.682609719,0.7572077343,0.06730446148,0.7507535552,0.02843202562,0.2204550578,0.03447904939,0.162132779,4.096778395
2,170.9858972,122.9819385,5.130117206,36.16153586,4.832604305,12.58057368,7.704085476,663.6,22.05657978,3.75,51.38945978,97.20033659,1.066046985,1.5,221.3395828,11.24176821,-0.0003151961216,-3.330669074e-16,-0.001341192735,0.1,-5.894739138e-16,-0.4035587123,-0.08558397697,0.3621941429,-0.0125,-0.1706448573,0.08229469167,0.1362160652,-0.0007462229064,-2.960594732e-16,-0.002531813003,0.05394811929,0.3458335143,0.6540094989,0.8218604313,0.07744041559,0.7191500613,0.02999890998,0.2114584551,0.04505684739,0.1289782133,3.880472095
3,165.722319,123.5211573,7.909868692,36.71480149,10.48491617,12.49053901,1.829894243,662.3816142,20.44798018,3.693474371,49.03181206,94.57123947,1.095491104,1.523428751,206.3431467,11.84522874,-0.003100956866,-9.992007222e-16,0.004384536051,0.5418495083,0.01529983782,1.159616285,-0.009315356774,-0.7624774221,-0.001836024424,-0.07301614992,0.027608711,-0.04645525233,-0.02704823069,0.01561916744,-0.06775306909,0.07101081747,0.3413118788,0.6581739152,0.8161461436,0.07402334087,0.7448402049,0.04772309085,0.2213925199,0.01103878674,0.1233151187,3.994202031
4,169.5142127,118.9409535,14.00368532,35.63161918,4.56770263,13.06887916,7.651199031,644.0941207,19.39712855,3.693290297,45.83187752,100.6512716,1.097936706,1.500116791,209.8803041,11.30118813,-0.0002319324184,-0.01391680733,-0.03709380288,0.7647549715,-0.02950676477,-0.5699387593,0.04357481276,2.754206926,-0.02761081149,-0.05722567623,0.002184662538,-0.06541874046,0.06414169808,-0.01530491531,0.0168961586,0.01366858774,0.3128180369,0.684667359,0.8459767556,0.07115698502,0.699779146,0.08250552938,0.209351493,0.04507300512,0.1139266559,3.782641887
5,171.0358222,119.5190457,17.53095427,35.79600158,6.413765758,13.12407356,5.355892474,637.9094047,10.18056352,3.676251036,50.09323593,97.75849037,1.094827608,1.506862816,199.0404613,11.54401407,0.01566884106,-0.0146146858,0.004860329741,0.2293069497,0.004597589999,0.1921478322,-0.01021828104,-0.335765654,-0.009603638227,-0.4871066275,-0.00329012244,0.08468745152,-0.0290563737,0.004494536008,-0.05225247582,0.02588750881,0.3374596759,0.6602607601,0.8220733422,0.07852544904,0.6925482678,0.1024987283,0.2069507946,0.03114341479,0.05901185712,3.695152237
6,168.0372572,120.5687662,21.22961847,36.06335281,8.854564419,13.11987899,1.016564868,626.0156032,11.43662901,3.648542783,41.89704421,102.4266608,1.087891211,1.51083789,212.0529996,10.5368552,0.006242792613,-0.01924351487,0.008661124294,0.1676927344,0.007439390054,0.1935292224,-0.0186329229,-0.8101969237,-0.01865654848,0.1195182544,-0.009750542771,-0.1662267809,0.04463545647,0.002603208407,0.06003472471,0,0.2901281794,0.7055888487,0.8954594856,0.06677322387,0.7058397143,0.1263387585,0.2096997467,0.005971155382,0.06721341474,3.663951098
7,164.4999186,120.2852719,25.66023294,36.30810804,15.3709919,12.93796916,-5.833855434,635.1151436,15.78222212,3.623398605,36.9793437,103.8026297,1.085518892,1.509343007,214.6687782,10.56813594,0.007724422692,-0.02641761229,-0.002506488337,0.08456729893,0.006683187879,0.2734030755,-0.04202635821,-4.206558839,0.01221310871,0.2974393169,-0.00843325447,-0.127709672,0.005452842087,-0.001055932184,-0.0009835258371,0,0.2625519203,0.7297731559,0.9079744165,0.05822462915,0.7212607804,0.1559698267,0.2159682495,-0.03530999262,0.09430185019,3.816781473
8,171.1094216,120.1367265,27.69036224,36.95228769,5.86533807,12.94306513,2.21951865,636.692432,11.60144882,3.631510408,40.0898222,106.5526516,1.080445213,1.497155592,212.8228658,10.63219859,0.007310708631,-0.01835725596,-0.002389872214,0.008471525558,0.01731978426,-0.6602697451,-0.03408840166,-4.737498293,-0.002126305452,-0.2873152852,-0.007940266922,0.0592218787,0.02372246087,-0.008224718127,-0.01508390283,0,0.2726998865,0.722951641,0.8785563812,0.06270792857,0.6887938164,0.159517792,0.213792604,0.01291991861,0.06634052296,3.652994449
9,164.7357009,120.4046585,28.02328744,36.89141132,12.44339585,12.40988433,-7.82455795,655.1333483,11.09547026,3.636397322,33.83644072,106.7712455,1.074184198,1.498553168,214.2841338,10.85882278,-0.01214319163,-0.01634208043,0.0001880178973,0.004518562661,-0.002180543495,0.6362332819,-0.05589665507,-4.145252953,0.02477776938,-0.06411012529,-0.009016933779,-0.1740835265,-0.004502676197,0.0007903688781,-0.003414131183,0,0.239446865,0.7523911345,0.8582891811,0.05139131762,0.7171750643,0.1688952214,0.2195611224,-0.0472400982,0.06485951589,3.887755941
10,163.7397177,119.0408543,28.12981627,36.84497093,7.969348075,12.59600352,-3.013794612,678.4606845,12.78269157,3.640761215,30.7728398,108.2690514,1.074908648,1.499147176,219.1441599,10.94432803,-0.0166331149,-0.01150993207,-0.01323830028,-0.00323676761,-0.00162462211,-0.4765552204,0.0008447238043,-30.78646333,0.03250883942,0.1359231642,-0.004120625021,-0.1073368854,0.01112688906,-0.0002293523332,0.01909669456,0,0.2156522903,0.7679332269,0.8724352163,0.04347840315,0.6960390053,0.167038104,0.2152388587,-0.01820684502,0.074619619,4.016727634
