t,Real_GDP,DEBT_FS,DEBT_FS_ST,DEBT_FS_LT,DEP_FS,FS_PR,GDP_G,Financial_Sector_Demand_Met,DEBT_FS_G,DEBT_FS_ST_G,DEBT_FS_LT_G,DEP_FS_G,DEBT_RT_C,DEBT_RT_K,DEBT_RT_I,DEBT_RT_1,DEBT_RT_2,DEBT_RT_3,DEBT_RT_FI,DEBT_RT_CL,FS_HHI,FS_LEV,FS_STR,FS_DR,FS_DEF,PONZI,SPEC,HEDGE,IR,IR_DEP,IR_ST,IR_LT
1,0,0,0,0,1.69976480959765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423655957270917,0,0,0,0,0,0,0,0,0,0
2,0.165601222247906,9.60436297178616,0,9.60436296452909,9.88790660203592,0.0785811515631433,0.000246997494023875,0,0.502372624447371,0,0,0.394151108247111,4.35572517162123e-05,0.00354315502303332,0.0107150333213629,0,0,0,0.00463728129645578,2.78904895654925e-05,0,0.791086362302348,0.00542232980783045,0,0,0,0,0,0,0,0,0
3,0.404744234838522,9.18097026593356,0.154316919339545,9.03756774928377,12.8352322776554,0.0748204028900954,0.000380901670349067,0,0.0273313102655725,0.00389160572482011,0.033786604873217,0.110386801194866,0.00115408547511696,0.0144638665234602,0.0112006296054952,0,0,0,0.00483205149247017,0.000341056007557418,0,0.75188881465483,0.00264909711274027,0,0,0,0,0,0,0,0,0
4,0.415364110439568,10.5216035983957,0.171139773559592,10.6450670835006,14.8247612883785,0.0887089328210373,0.000723893302208839,0,0.0171194705228599,0.00587382670686021,0.0197376818868615,0.105711526544318,0.00136926845377274,0.0218484330752995,0.0577698731555152,2.92039716523908e-07,0.000226267253926646,0.000110058576758746,0.0226698177208336,0.000340344972778488,0,0.589341132786737,0.00315046872004235,0,0,0,0,0,0,0,0,0
5,0.812960598856614,9.98750998029285,0.290831889655552,10.0317104760824,16.0457036996748,0.0832589103365407,0.00145806659714528,0,0.00721937153438051,0.00448753838468795,0.00852456584567021,0.0780462184271989,0.00136378598328819,0.0258771466091207,0.0373684500529998,1.84890371400347e-07,0.00016255819094091,3.94198143404902e-05,0.0143845545060606,0.000704990816373873,0,0.441195313441692,0.00229575919881232,0,0,0,0,0,0,0,0,0
6,1.16898445163271,15.5970132774214,0.597177791528132,15.7465282500269,17.693821775616,0.086807038130095,0.00251186294213247,0,0.0212849042217004,0.0084391238225053,0.0244448953049273,0.0325033182512677,0.00730127091560734,0.0282299117073307,0.0352349013556416,3.20786771166326e-07,0.000678437067411791,6.84644724752972e-05,0.0146144194724132,0.00142220820000479,0,0.418807857801364,0.00312408521295942,0,0,0,0.00688885655530347,0.00688885656095045,0,0,0,0
7,1.1596364108628,10.1107903253658,0.872257031264543,10.0532312642843,18.482049189991,0.0859349759518701,0.00375796705592753,0,0.0216640598876886,0.0106998930277827,0.0241912612832462,0.0238436310003301,0.00189230545317788,0.0333365085684523,0.0246524367777234,3.20786774315308e-07,0.00155856798738827,9.24632307600955e-05,0.00965411678463215,0.00219090607006443,0,0.387518484038317,0.00203506293091043,0,0,0,0.00683496635274238,0.00683496636211771,0,0,0,0
8,2.45243143241255,8.6662736921731,0.512345238770381,8.43175190323414,15.3849730377046,0.0729659946189669,0.0064430998050858,0,0.0146453708635542,0.0190968077875271,0.0156273423435713,0.0716604935541516,0.00391778598293409,0.0326214275006503,0.0158325464047715,3.19555053391986e-07,0.00304468659218033,0.000174793096564994,0.00669973500032948,0.000630175749077336,0,0.291325002207972,0.00132894437276121,0,0,0.00040934591995036,0.00783828782233473,0.00769701345446684,0,0,0,0
9,2.25365098971836,11.6314950883793,0.629816381806392,11.5804482153525,14.4349915087522,0.108919471328067,0.00815711903534505,0,0.0142948344947637,0.00941259796962724,0.0163355257268721,0.0461591003654403,0.0632579399472913,0.0342028871906117,0.0365442198271594,1.91730289231458e-07,0.00257113139985652,0.000208462035083115,0.033651853968252,0.00196215758563257,0,0.239688632265415,0.00188391301284424,0,0,0,0.0148531878187642,0.0148531878103683,0,0,0,0
10,2.22821365575888,11.6755511621768,3.64503309283876,11.3330234512144,13.356657253604,1.82701084525084,0.00932412597657693,0,0.00990935465164213,0.0422984737179186,0.00900375574752398,0.0400820140892017,0.0374645383642853,0.0293848431446657,0.0272933993164283,0.000774289856189136,0.00228666193400188,0.000410259699118514,0.0203119128897509,0.00945338166066766,0,0.22901943997077,0.00487910542272488,0.00286994173015096,1.80920468879296,0.00744232724376016,0.0231221048171942,0.0204341270392443,0,0,0,0
11,2.47282723732616,14.3361011817722,4.9232797702542,13.8906544778349,13.0443424492137,1.97831457623995,0.0101865299719037,0,0.0123608445810939,0.022805300600042,0.0138385883880923,0.0371047488881442,0.0204782801363542,0.0267753624477521,0.0177099675996009,0.00506024356707036,0.00138432325285855,0.000452596912766251,0.0115158170433377,0.0129311853201548,0.000137046460164589,0.233651795992972,0.00641841166619512,0.00302562416155778,1.97764335172811,0,0.011098819029888,0.011098819028458,0,0,0,0
12,3.34320128493242,17.215179656637,5.51208889870034,17.3468248053144,11.6108558371341,0.162143646325957,0.0110434265415297,0,0.01677502339302,0.0128827200785495,0.0190319239880884,0.0330507300650396,0.0130276234145189,0.0246483403122855,0.0340111383987637,0.0110354169063227,0.000726873625794187,0.000518501463733049,0.015455779586306,0.0148255833513572,0.000148642108285173,0.190912189092751,0.00790198942980974,0,0,0,0.0142827246334335,0.0142827246362024,0,0,0,2.74092973164257e-07
13,3.38456656478326,17.4380363844129,6.91752984294789,16.584266362497,14.6786044427877,0.430096134979059,0.0112958290906129,0,0.00645965317998018,0.016253682866649,0.00644292937534897,0.0586822548024796,0.00906851566391753,0.0211964274847405,0.0293875853027628,0.0178778515869861,0.000568918856113906,0.00051844894099703,0.0129306438082608,0.0190541601831466,0.000147154754089281,0.213504363663687,0.00960075605636585,0.000688670211566717,0.385673250286725,0,0.0250867279763617,0.0250867279722559,0,0,0,5.29028955744911e-07
