Country_Annual_Real_GDP_1,Government_Effective_Expenses_1_1
5903.588439,1418.852642
5941.793262,1418.852642
5844.085385,1423.408751
5862.609887,1423.408751
5831.134812,1423.408751
5718.47146,1423.408751
5780.158819,1368.078709
5786.915061,1368.078709
5702.663605,1368.078709
5777.628781,1368.078709
5831.759478,1378.035849
5905.019104,1378.035849
5991.132957,1378.035849
5919.056986,1378.035849
5957.801199,1501.704612
5938.539348,1501.704612
5994.058052,1501.704612
5908.684597,1501.704612
5897.159123,1513.068331
5908.814733,1513.068331
5907.091147,1513.068331
6129.162918,1513.068331
6032.754723,1593.779912
6063.020676,1593.779912
6159.184703,1593.779912
6236.419741,1593.779912
6538.863131,1692.405651
6612.487594,1692.405651
6749.320555,1692.405651
6788.040414,1692.405651
6705.471457,1732.739784
6599.360356,1732.739784
6500.800189,1732.739784
6544.580601,1732.739784
6587.943186,1753.60748
6577.760784,1753.60748
6480.79191,1753.60748
6304.857974,1753.60748
6190.967011,1765.462442
6323.163187,1765.462442
6445.408838,1765.462442
6657.641296,1765.462442
6890.834198,1844.158886
7032.292525,1844.158886
6947.964477,1844.158886
6977.594271,1844.158886
7025.275158,1906.383063
6912.63934,1906.383063
6558.995369,1906.383063
6444.402974,1906.383063
6218.818428,1815.319924
6210.976098,1815.319924
6439.743142,1815.319924
6376.863257,1815.319924
6422.605202,1899.100407
6409.845043,1899.100407
6643.450157,1899.100407
6771.769355,1899.100407
6631.158865,2028.930436
6710.063412,2028.930436
6721.773994,2028.930436
6799.272071,2028.930436
6806.124558,2087.904442
6615.082821,2087.904442
6527.860382,2087.904442
6510.143088,2087.904442
6585.252072,2094.732513
6641.803942,2094.732513
6693.502108,2094.732513
6644.960321,2094.732513
6601.018558,2114.282964
6650.160192,2114.282964
6697.618039,2114.282964
6650.803242,2114.282964
6726.677477,2125.597177
6786.515518,2125.597177
6787.513848,2125.597177
6929.327988,2125.597177
7009.652765,2234.788325
6981.646897,2234.788325
6838.011992,2234.788325
6536.215085,2234.788325
6443.957607,2161.599058
6495.87037,2161.599058
6678.700453,2161.599058
6958.582479,2161.599058
